NCBI GeneID	Symbol	Chromosomes	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop
124900646	LOC124900646	4	NC_000004.12	998365	999755
124900646	LOC124900646	4	NC_060928.1	996498	997888
124900647	LOC124900647	4	NC_000004.12	1113639	1203194
124900647	LOC124900647	4	NC_060928.1	1192337	1202333
124900661	LOC124900661	4	NC_000004.12	9191010	9198204
124900692	LOC124900692	4	NC_000004.12	38054675	38056149
124900752	LOC124900752	4	NC_000004.12	108167939	108170970
124900837	LOC124900837	4	NC_000004.12	1145431	1153700
124900837	LOC124900837	4	NC_060928.1	1142234	1152732
124900839	LOC124900839	4	NC_000004.12	2009006	2041914
124900839	LOC124900839	4	NC_060928.1	2007524	2040291
124900844	LOC124900844	4	NC_000004.12	30716631	30719121
124900855	LOC124900855	4	NC_000004.12	89538208	89551324
124900855	LOC124900855	4	NC_060928.1	92869470	92882584
124900866	LOC124900866	4	NC_000004.12	76841658	76850667
124900867	LOC124900867	4	NC_000004.12	88158386	88159556
124900867	LOC124900867	4	NC_060928.1	91484581	91485751
124900868	LOC124900868	4	NC_000004.12	105137262	105171010
124900940	LOC124900940	5	NC_000005.10	10461366	10464841
124900940	LOC124900940	5	NC_060929.1	10400549	10404021
124900971	LOC124900971	5	NC_000005.10	42923704	42924749
124900986	LOC124900986	5	NC_000005.10	65484341	65491862
124900986	LOC124900986	5	NC_060929.1	66303106	66313628
124900992	LOC124900992	5	NC_000005.10	70510273	70513063
124900993	LOC124900993	5	NC_000005.10	71228705	71236490
124900994	LOC124900994	5	NC_000005.10	71210679	71218184
124900995	LOC124900995	5	NC_000005.10	70524737	70532057
124900996	LOC124900996	5	NC_000005.10	69901792	69910545
124900997	LOC124900997	5	NC_000005.10	69653249	69656129
124900997	LOC124900997	5	NC_060929.1	70479047	70482975
124900998	LOC124900998	5	NC_000005.10	70214940	70216069
124901001	LOC124901001	5	NC_000005.10	73113145	73120491
124901030	LOC124901030	5	NC_000005.10	96934091	96936075
124901069	LOC124901069	5	NC_000005.10	134081813	134082151
124901105	LOC124901105	5	NC_000005.10	149492982	149496177
124901105	LOC124901105	5	NC_060929.1	150027788	150030988
124901110	LOC124901110	5	NC_000005.10	150775202	150780401
124901141	LOC124901141	5	NC_000005.10	176036626	176045446
124901163	LOC124901163	5	NC_000005.10	1857272	1859889
124901165	LOC124901165	5	NC_000005.10	1927754	1959174
124901165	LOC124901165	5	NC_060929.1	1843765	1874528
124901225	LOC124901225	6	NC_000006.12	34236246	34238380
124901227	LOC124901227	6	NC_000006.12	43369364	43371341
124901228	LOC124901228	6	NC_000006.12	63566235	63573568
124901228	LOC124901228	6	NC_060930.1	64716939	64719502
124901229	LOC124901229	6	NC_000006.12	70956428	70958917
124901231	LOC124901231	6	NC_000006.12	133240320	133253594
124901231	LOC124901231	6	NC_060930.1	134429222	134442518
124901232	LOC124901232	6	NC_000006.12	151388320	151403317
124901232	LOC124901232	6	NC_060930.1	152588906	152603907
124901234	LOC124901234	6	NC_000006.12	163411581	163415176
124901234	LOC124901234	6	NC_060930.1	164776745	164780342
124901235	LOC124901235	6	NC_000006.12	170459331	170463114
124901235	LOC124901235	6	NT_187553.1	195892	199675
124901235	LOC124901235	6	NC_060930.1	171831015	171834810
124901299	LOC124901299	6	NC_000006.12	30937041	30938906
124901299	LOC124901299	6	NT_113891.3	2416623	2418488
124901299	LOC124901299	6	NT_167245.2	2192868	2195213
124901299	LOC124901299	6	NT_167247.2	2281173	2283038
124901299	LOC124901299	6	NT_167248.2	2192194	2194059
124901299	LOC124901299	6	NC_060930.1	30801710	30803575
124901350	LOC124901350	6	NC_000006.12	79947387	79949633
124901354	LOC124901354	6	NC_000006.12	87068916	87073589
124901354	LOC124901354	6	NC_060930.1	88277674	88282347
124901355	LOC124901355	6	NC_000006.12	87151156	87155247
124901373	LOC124901373	6	NC_000006.12	108876357	108879500
124901373	LOC124901373	6	NC_060930.1	110053769	110056912
124901415	LOC124901415	6	NC_000006.12	141686098	141687168
124901418	LOC124901418	6	NC_000006.12	144286498	144287954
124901446	LOC124901446	6	NC_000006.12	157379314	157381091
124901449	LOC124901449	6	NC_000006.12	159107012	159116259
124901449	LOC124901449	6	NC_060930.1	160352534	160361859
124901481	LOC124901481	6	NC_000006.12	108907609	108908026
124901481	LOC124901481	6	NC_060930.1	110084869	110085433
124901482	LOC124901482	6	NC_000006.12	20400741	20402772
124901482	LOC124901482	6	NC_060930.1	20272786	20274810
124901483	LOC124901483	6	NC_000006.12	21664541	21666060
124901495	LOC124901495	6	NC_000006.12	92644258	92645174
124901495	LOC124901495	6	NC_060930.1	93855927	93856843
124901498	LOC124901498	6	NC_000006.12	163712055	163714377
124901498	LOC124901498	6	NC_060930.1	165076776	165079119
124901580	LOC124901580	7	NC_000007.14	4591852	4599507
124901580	LOC124901580	7	NC_060931.1	4708966	4716621
124901637	LOC124901637	7	NC_000007.14	56814235	56815479
124901638	LOC124901638	7	NC_000007.14	56824809	56826535
124901639	LOC124901639	7	NC_000007.14	56824078	56824656
124901639	LOC124901639	7	NC_060931.1	57057525	57058096
124901643	LOC124901643	7	NC_000007.14	63765043	63767812
124901643	LOC124901643	7	NC_060931.1	64972835	64975313
124901644	LOC124901644	7	NC_000007.14	63755807	63756760
124901644	LOC124901644	7	NC_060931.1	64956667	64957225
124901645	LOC124901645	7	NC_000007.14	63752348	63753605
124901645	LOC124901645	7	NC_060931.1	64953035	64954685
124901646	LOC124901646	7	NC_000007.14	63763219	63763933
124901646	LOC124901646	7	NC_060931.1	64965575	64966400
124901647	LOC124901647	7	NC_000007.14	63758794	63760257
124901648	LOC124901648	7	NC_000007.14	63761366	63761936
124901649	LOC124901649	7	NC_000007.14	63750531	63751348
124901649	LOC124901649	7	NC_060931.1	64951186	64951852
124901650	LOC124901650	7	NC_000007.14	63754139	63754799
124901650	LOC124901650	7	NC_060931.1	64954784	64955450
124901651	LOC124901651	7	NC_000007.14	63762145	63762645
124901651	LOC124901651	7	NC_060931.1	64962902	64965692
124901652	LOC124901652	7	NC_000007.14	63760469	63760977
124901689	LOC124901689	7	NC_000007.14	87108631	87117737
124901689	LOC124901689	7	NC_060931.1	88358554	88368562
124901693	LOC124901693	7	NC_000007.14	90509233	90513397
124901693	LOC124901693	7	NC_060931.1	91757500	91761664
124901712	LOC124901712	7	NC_000007.14	102573707	102579832
124901712	LOC124901712	7	NC_060931.1	103891240	103897331
124901780	LOC124901780	7	NC_000007.14	151432292	151436161
124901780	LOC124901780	7	NC_060931.1	152605126	152608995
124901794	LOC124901794	7	NC_000007.14	158959618	158960392
124901797	LOC124901797	7	NC_000007.14	63751410	63751898
124901798	LOC124901798	7	NC_000007.14	63754798	63755497
124901803	LOC124901803	7	NC_000007.14	157288240	157295108
124901803	LOC124901803	7	NC_060931.1	158476094	158482961
124901807	LOC124901807	7	NC_000007.14	262723	264214
124901807	LOC124901807	7	NW_021159998.1	237940	239431
124901818	LOC124901818	7	NC_000007.14	148603568	148608408
124901819	LOC124901819	7	NC_000007.14	1718139	1720385
124901819	LOC124901819	7	NC_060931.1	1830696	1832942
124901820	LOC124901820	7	NC_000007.14	24756324	24774185
124901866	LOC124901866	8	NC_000008.11	8963226	8988088
124901866	LOC124901866	8	NW_018654717.1	4363863	4388726
124901866	LOC124901866	8	NC_060932.1	10756038	10780893
124901867	LOC124901867	8	NC_000008.11	17921028	17924987
124901872	LOC124901872	8	NC_000008.11	6780868	6789021
124901872	LOC124901872	8	NW_018654717.1	176137	184290
124901872	LOC124901872	8	NC_060932.1	6535956	6544119
124901876	LOC124901876	8	NC_000008.11	7216222	7221212
124901892	LOC124901892	8	NC_000008.11	17902786	17915987
124901993	LOC124901993	8	NC_000008.11	101312124	101321262
124901993	LOC124901993	8	NC_060932.1	102437838	102446974
124902042	LOC124902042	8	NC_000008.11	144901624	144902281
124902048	LOC124902048	8	NC_000008.11	85790325	85792352
124902048	LOC124902048	8	NC_060932.1	86907783	86909810
124902050	LOC124902050	8	NC_000008.11	144314584	144315570
124902050	LOC124902050	8	NW_018654716.1	45187	46173
124902050	LOC124902050	8	NC_060932.1	145483219	145484205
124902053	LOC124902053	8	NC_000008.11	658961	659962
124902071	LOC124902071	8	NC_000008.11	134756508	134765998
124902071	LOC124902071	8	NC_060932.1	135874290	135885155
124902106	LOC124902106	9	NC_000009.12	61997	75298
124902107	LOC124902107	9	NC_000009.12	27528456	27530700
124902171	LOC124902171	9	NC_000009.12	65815761	65819668
124902201	LOC124902201	9	NC_000009.12	88037468	88077900
124902201	LOC124902201	9	NC_060933.1	100191570	100231992
124902206	LOC124902206	9	NC_000009.12	89007518	89008177
124902206	LOC124902206	9	NC_060933.1	101170007	101170666
124902211	LOC124902211	9	NC_000009.12	92807308	92809456
124902215	LOC124902215	9	NC_000009.12	93667251	93673578
124902215	LOC124902215	9	NC_060933.1	105835293	105841086
124902312	LOC124902312	9	NC_000009.12	136975078	136976793
124902312	LOC124902312	9	NC_060933.1	149209469	149211200
124902313	LOC124902313	9	NC_000009.12	137101679	137104976
124902325	LOC124902325	9	NC_000009.12	133058081	133061332
124902325	LOC124902325	9	NC_060933.1	145272237	145275488
124902361	LOC124902361	10	NC_000010.11	625172	654432
124902363	LOC124902363	10	NC_000010.11	931991	936089
124902363	LOC124902363	10	NC_060934.1	929780	932891
124902392	LOC124902392	10	NC_000010.11	22475454	22478298
124902393	LOC124902393	10	NC_000010.11	22554497	22555295
124902393	LOC124902393	10	NC_060934.1	22573533	22574331
124902420	LOC124902420	10	NC_000010.11	47416100	47418455
124902436	LOC124902436	10	NC_000010.11	62643643	62672010
124902436	LOC124902436	10	NC_060934.1	63501484	63529831
124902461	LOC124902461	10	NC_000010.11	75390129	75398257
124902461	LOC124902461	10	NC_060934.1	76264179	76272273
124902474	LOC124902474	10	NC_000010.11	86971405	86974815
124902474	LOC124902474	10	NC_060934.1	87855114	87857983
124902508	LOC124902508	10	NC_000010.11	114798380	114822948
124902528	LOC124902528	10	NC_000010.11	35641728	35642846
124902530	LOC124902530	10	NC_000010.11	44994036	45002383
124902531	LOC124902531	10	NC_000010.11	129510620	129513798
124902531	LOC124902531	10	NC_060934.1	130435751	130438929
124902536	LOC124902536	10	NC_000010.11	3066570	3067348
124902551	LOC124902551	10	NC_000010.11	88879734	88880664
124902561	LOC124902561	10	NC_000010.11	130180113	130199324
124902561	LOC124902561	10	NC_060934.1	131109110	131128321
124902565	LOC124902565	10	NC_000010.11	3317115	3320810
124902565	LOC124902565	10	NC_060934.1	3318376	3323155
124902601	LOC124902601	11	NC_000011.10	59170075	59173445
124902602	LOC124902602	11	NC_000011.10	82900914	82902055
124902605	LOC124902605	11	NC_000011.10	1049692	1058344
124902605	LOC124902605	11	NW_015148966.2	46168	55084
124902605	LOC124902605	11	NT_187681.1	123821	132737
124902605	LOC124902605	11	NC_060935.1	1119305	1128221
124902608	LOC124902608	11	NC_000011.10	1554607	1555480
124902608	LOC124902608	11	NW_025791792.1	294583	295456
124902608	LOC124902608	11	NT_187584.1	36844	37717
124902608	LOC124902608	11	NT_187657.1	31134	32007
124902608	LOC124902608	11	NC_060935.1	1635939	1636812
124902669	LOC124902669	11	NC_000011.10	46237389	46239729
124902693	LOC124902693	11	NC_000011.10	65789001	65833799
124902693	LOC124902693	11	NC_060935.1	65783469	65828250
124902694	LOC124902694	11	NC_000011.10	66244710	66257587
124902694	LOC124902694	11	NC_060935.1	66239017	66252163
124902704	LOC124902704	11	NC_000011.10	69657198	69657915
124902704	LOC124902704	11	NC_060935.1	69674075	69674792
124902713	LOC124902713	11	NC_000011.10	74698305	74701581
124902713	LOC124902713	11	NC_060935.1	74627813	74631091
124902738	LOC124902738	11	NC_000011.10	101700995	101704586
124902766	LOC124902766	11	NC_000011.10	118709336	118729412
124902766	LOC124902766	11	NC_060935.1	118728408	118748484
124902802	LOC124902802	11	NC_000011.10	9817997	9819974
124902805	LOC124902805	11	NC_000011.10	571594	576596
124902805	LOC124902805	11	NT_187586.1	101250	106252
124902806	LOC124902806	11	NC_000011.10	7508019	7538539
124902806	LOC124902806	11	NC_060935.1	7566365	7596898
124902807	LOC124902807	11	NC_000011.10	43565570	43581435
124902807	LOC124902807	11	NC_060935.1	43720936	43736801
124902875	LOC124902875	12	NC_000012.12	10261108	10272662
124902875	LOC124902875	12	NC_060936.1	10147818	10159370
124902876	LOC124902876	12	NC_000012.12	10723052	10725318
124902886	LOC124902886	12	NC_000012.12	15220668	15221978
124902894	LOC124902894	12	NC_000012.12	20901405	21052255
124902894	LOC124902894	12	NC_060936.1	20779996	20930878
124902897	LOC124902897	12	NC_000012.12	24704469	24775552
124902897	LOC124902897	12	NC_060936.1	24575295	24644956
124902898	LOC124902898	12	NC_000012.12	24901970	24907905
124902898	LOC124902898	12	NC_060936.1	24772027	24785835
124902928	LOC124902928	12	NC_000012.12	48638310	48643651
124902942	LOC124902942	12	NC_000012.12	56151827	56153897
124902942	LOC124902942	12	NC_060936.1	56119432	56121506
124903061	LOC124903061	12	NC_000012.12	132552302	132554496
124903090	LOC124903090	12	NC_000012.12	131428500	131440387
124903130	LOC124903130	13	NC_000013.11	21376689	21378582
124903151	LOC124903151	13	NC_000013.11	33012852	33016453
124903151	LOC124903151	13	NC_060937.1	32230238	32233767
124903162	LOC124903162	13	NC_000013.11	40079104	40217693
124903162	LOC124903162	13	NC_060937.1	39297650	39436846
124903173	LOC124903173	13	NC_000013.11	48504384	48506806
124903173	LOC124903173	13	NC_060937.1	47724681	47727103
124903206	LOC124903206	13	NC_000013.11	107866673	107873372
124903206	LOC124903206	13	NC_060937.1	107092717	107099416
124903211	LOC124903211	13	NC_000013.11	109787084	109790996
124903211	LOC124903211	13	NC_060937.1	109015717	109019223
124903217	LOC124903217	13	NC_000013.11	113344966	113348251
124903219	LOC124903219	13	NC_000013.11	113623293	113631302
124903219	LOC124903219	13	NC_060937.1	112882377	112890681
124903220	LOC124903220	13	NC_000013.11	113818503	113820621
124903220	LOC124903220	13	NC_060937.1	113023648	113029191
124903229	LOC124903229	13	NC_000013.11	87622021	87628418
124903230	LOC124903230	13	NC_000013.11	22926618	22944306
124903230	LOC124903230	13	NC_060937.1	22126124	22145995
124903233	LOC124903233	13	NC_000013.11	54940093	54986719
124903233	LOC124903233	13	NC_060937.1	54156247	54202920
124903248	LOC124903248	13	NC_000013.11	106903150	106918490
124903276	LOC124903276	14	NC_000014.9	96414661	96417532
124903276	LOC124903276	14	NC_060938.1	90646249	90649122
124903317	LOC124903317	14	NC_000014.9	53954182	53962356
124903317	LOC124903317	14	NC_060938.1	48162409	48170582
124903319	LOC124903319	14	NC_000014.9	55122850	55125467
124903319	LOC124903319	14	NC_060938.1	49328040	49330657
124903372	LOC124903372	14	NC_000014.9	95664813	95670414
124903377	LOC124903377	14	NC_000014.9	97660824	97665909
124903377	LOC124903377	14	NC_060938.1	91891623	91897802
124903391	LOC124903391	14	NC_000014.9	103196195	103208870
124903401	LOC124903401	14	NC_000014.9	83963372	83974903
124903401	LOC124903401	14	NC_060938.1	78176669	78188169
124903404	LOC124903404	14	NC_000014.9	71931926	71932890
124903405	LOC124903405	14	NC_000014.9	88554657	88556790
124903406	LOC124903406	14	NC_000014.9	90048134	90061733
124903406	LOC124903406	14	NC_060938.1	84272335	84285933
124903407	LOC124903407	14	NC_000014.9	101005837	101034482
124903408	LOC124903408	14	NC_000014.9	104080853	104083695
124903441	LOC124903441	15	NC_000015.10	32028534	32030596
124903441	LOC124903441	15	NW_011332701.1	4201202	4203264
124903441	LOC124903441	15	NT_187660.1	4313654	4315716
124903441	LOC124903441	15	NC_060939.1	29822681	29824743
124903450	LOC124903450	15	NC_000015.10	28612059	28650702
124903450	LOC124903450	15	NW_011332701.1	774064	812707
124903450	LOC124903450	15	NT_187660.1	887850	926493
124903452	LOC124903452	15	NC_000015.10	30512772	30518467
124903452	LOC124903452	15	NW_011332701.1	2619632	2625977
124903452	LOC124903452	15	NT_187660.1	2732116	2738461
124903452	LOC124903452	15	NC_060939.1	28306021	28312258
124903470	LOC124903470	15	NC_000015.10	39579807	39580994
124903496	LOC124903496	15	NC_000015.10	55510741	55530928
124903496	LOC124903496	15	NC_060939.1	53312361	53337324
124903532	LOC124903532	15	NC_000015.10	76342393	76343424
124903544	LOC124903544	15	NC_000015.10	84171475	84173486
124903544	LOC124903544	15	NW_025791797.1	777268	779269
124903566	LOC124903566	15	NC_000015.10	101461922	101489153
124903566	LOC124903566	15	NC_060939.1	99214825	99244415
124903569	LOC124903569	15	NC_000015.10	56243351	56244818
124903570	LOC124903570	15	NC_000015.10	67823377	67825584
124903570	LOC124903570	15	NC_060939.1	65645216	65647423
124903571	LOC124903571	15	NC_000015.10	73376090	73440991
124903571	LOC124903571	15	NC_060939.1	71193223	71258144
124903573	LOC124903573	15	NC_000015.10	89087561	89106532
124903573	LOC124903573	15	NC_060939.1	86841645	86861385
124903575	LOC124903575	15	NC_000015.10	100878946	100879803
124903583	LOC124903583	15	NC_000015.10	96139463	96153022
124903619	LOC124903619	16	NC_000016.10	899012	910924
124903619	LOC124903619	16	NC_060940.1	911729	921340
124903621	LOC124903621	16	NC_000016.10	1225251	1227240
124903621	LOC124903621	16	NC_060940.1	1240561	1242550
124903671	LOC124903671	16	NC_000016.10	29127070	29132656
124903671	LOC124903671	16	NC_060940.1	29408410	29413673
124903680	LOC124903680	16	NC_000016.10	31094884	31096005
124903680	LOC124903680	16	NC_060940.1	31482321	31483442
124903698	LOC124903698	16	NC_000016.10	66466935	66486282
124903713	LOC124903713	16	NC_000016.10	71777537	71777923
124903713	LOC124903713	16	NC_060940.1	77594737	77595123
124903723	LOC124903723	16	NC_000016.10	75435204	75436220
124903725	LOC124903725	16	NC_000016.10	77189908	77190566
124903734	LOC124903734	16	NC_000016.10	84286551	84294838
124903754	LOC124903754	16	NC_000016.10	88089651	88090605
124903754	LOC124903754	16	NC_060940.1	94158143	94158871
124903757	LOC124903757	16	NC_000016.10	89296128	89300987
124903757	LOC124903757	16	NC_060940.1	95376424	95381283
124903759	LOC124903759	16	NC_000016.10	89911659	89918970
124903761	LOC124903761	16	NC_000016.10	28749055	28752283
124903762	LOC124903762	16	NC_000016.10	29973622	29974635
124903762	LOC124903762	16	NC_060940.1	30256257	30257270
124903766	LOC124903766	16	NC_000016.10	89247378	89248943
124903766	LOC124903766	16	NC_060940.1	95327709	95329320
124903767	LOC124903767	16	NC_000016.10	34388895	34389821
124903813	LOC124903813	1	NC_000001.11	224136209	224142945
124903813	LOC124903813	1	NC_060925.1	223325440	223332167
124903827	LOC124903827	1	NC_000001.11	3055423	3075562
124903827	LOC124903827	1	NC_060925.1	2561653	2577603
124903828	LOC124903828	1	NC_000001.11	3266945	3297275
124903828	LOC124903828	1	NC_060925.1	2771178	2801522
124903837	LOC124903837	1	NC_000001.11	9614664	9622316
124903837	LOC124903837	1	NC_060925.1	9150960	9158617
124903840	LOC124903840	1	NC_000001.11	9996719	9998089
124903840	LOC124903840	1	NC_060925.1	9539767	9541137
124903856	LOC124903856	1	NC_000001.11	16538986	16539663
124903856	LOC124903856	1	NC_060925.1	15980684	15981361
124903857	LOC124903857	1	NC_000001.11	16672506	16673512
124903857	LOC124903857	1	NW_025791756.1	863149	864538
124903857	LOC124903857	1	NC_060925.1	16388524	16389102
124903972	LOC124903972	17	NC_000017.11	32001644	32007707
124903972	LOC124903972	17	NC_060941.1	32947521	32953584
124904075	LOC124904075	17	NC_000017.11	80888109	80892171
124904077	LOC124904077	17	NC_000017.11	81002116	81014017
124904077	LOC124904077	17	NC_060941.1	81908995	81914313
124904094	LOC124904094	17	NC_000017.11	83051187	83061165
124904094	LOC124904094	17	NT_187612.1	41952	51753
124904094	LOC124904094	17	NC_060941.1	84070805	84080791
124904095	LOC124904095	17	NC_000017.11	82941490	82942077
124904095	LOC124904095	17	NT_187612.1	159305	159938
124904095	LOC124904095	17	NC_060941.1	83816679	83817312
124904103	LOC124904103	17	NC_000017.11	77558746	77565894
124904106	LOC124904106	17	NC_000017.11	7835408	7845528
124904200	LOC124904200	1	NC_000001.11	76041364	76066355
124904200	LOC124904200	1	NC_060925.1	75879320	75905306
124904228	LOC124904228	1	NC_000001.11	98040914	98045503
124904228	LOC124904228	1	NC_060925.1	97876097	97893392
124904248	LOC124904248	18	NC_000018.10	10604748	10606736
124904253	LOC124904253	18	NC_000018.10	12228864	12231162
124904276	LOC124904276	1	NC_000001.11	110334265	110339003
124904304	LOC124904304	18	NC_000018.10	53480835	53746933
124904304	LOC124904304	18	NC_060942.1	53683849	53950026
124904331	LOC124904331	18	NC_000018.10	79143867	79147847
124904331	LOC124904331	18	NC_060942.1	79393044	79399930
124904394	LOC124904394	1	NC_000001.11	121028136	121031150
124904395	LOC124904395	1	NC_000001.11	149240784	149322092
124904395	LOC124904395	1	NC_060925.1	145900583	145979756
124904396	LOC124904396	1	NC_000001.11	148359943	148369420
124904396	LOC124904396	1	NC_060925.1	146427979	146447380
124904409	LOC124904409	1	NC_000001.11	149604575	149611597
124904409	LOC124904409	1	NC_060925.1	148728725	148735732
124904411	LOC124904411	1	NC_000001.11	149782890	149793220
124904414	LOC124904414	1	NC_000001.11	150269056	150282182
124904417	LOC124904417	1	NC_000001.11	150550290	150551350
124904417	LOC124904417	1	NC_060925.1	149674318	149675377
124904439	LOC124904439	1	NC_000001.11	160683206	160705358
124904532	LOC124904532	1	NC_000001.11	227969805	227971926
124904542	LOC124904542	1	NC_000001.11	230258657	230272110
124904542	LOC124904542	1	NC_060925.1	229638248	229652246
124904573	LOC124904573	1	NC_000001.11	246185796	246200910
124904573	LOC124904573	1	NC_060925.1	245608426	245622243
124904579	LOC124904579	1	NC_000001.11	31100206	31107993
124904581	LOC124904581	1	NC_000001.11	149156056	149164181
124904581	LOC124904581	1	NC_060925.1	145813713	145821849
124904584	LOC124904584	1	NC_000001.11	204491751	204495732
124904588	LOC124904588	1	NC_000001.11	244864482	244907534
124904588	LOC124904588	1	NC_060925.1	244280788	244323865
124904605	LOC124904605	19	NC_000019.10	302082	304361
124904605	LOC124904605	19	NC_060943.1	250670	254313
124904607	LOC124904607	19	NC_000019.10	409522	414465
124904607	LOC124904607	19	NC_060943.1	357764	362745
124904660	LOC124904660	19	NC_000019.10	20397247	20398013
124904660	LOC124904660	19	NC_060943.1	20534769	20535524
124904701	LOC124904701	19	NC_000019.10	35090948	35113669
124904701	LOC124904701	19	NC_060943.1	37635343	37658285
124904708	LOC124904708	19	NC_000019.10	37532851	37551339
124904708	LOC124904708	19	NC_060943.1	40334359	40351400
124904770	LOC124904770	19	NC_000019.10	54417102	54418717
124904774	LOC124904774	19	NC_000019.10	56231654	56237572
124904779	LOC124904779	19	NC_000019.10	56864162	56870571
124904779	LOC124904779	19	NC_060943.1	59959229	59965639
124904789	LOC124904789	19	NC_000019.10	2511840	2513571
124904789	LOC124904789	19	NC_060943.1	2488042	2489773
124904790	LOC124904790	19	NC_000019.10	41135634	41193052
124904791	LOC124904791	19	NC_000019.10	46859589	46865530
124904792	LOC124904792	19	NC_000019.10	53197101	53210950
124904792	LOC124904792	19	NC_060943.1	56276580	56298689
124904903	LOC124904903	20	NC_000020.11	41133843	41137513
124904903	LOC124904903	20	NC_060944.1	42865523	42869193
124904927	LOC124904927	20	NC_000020.11	50143729	50143893
124904927	LOC124904927	20	NC_060944.1	51913518	51913682
124904930	LOC124904930	20	NC_000020.11	51345798	51354226
124904930	LOC124904930	20	NC_060944.1	53116031	53124808
124904942	LOC124904942	20	NC_000020.11	58717595	58719231
124904942	LOC124904942	20	NC_060944.1	60500200	60501836
124904950	LOC124904950	20	NC_000020.11	63242661	63249334
124904950	LOC124904950	20	NC_060944.1	65047761	65053598
124904951	LOC124904951	20	NC_000020.11	63917759	63920435
124904951	LOC124904951	20	NC_060944.1	65737608	65740284
124904958	LOC124904958	20	NC_000020.11	38430793	38436716
124904958	LOC124904958	20	NC_060944.1	40158380	40164295
124904962	LOC124904962	20	NC_000020.11	22744670	22746991
124904962	LOC124904962	20	NC_060944.1	22803953	22806225
124904970	LOC124904970	20	NC_000020.11	30813427	30815092
124904970	LOC124904970	20	NC_060944.1	29614821	29619151
124905027	LOC124905027	21	NC_000021.9	43328219	43329865
124905027	LOC124905027	21	NC_060945.1	41683496	41685144
124905049	LOC124905049	21	NC_000021.9	6142327	6149671
124905050	LOC124905050	21	NC_000021.9	26966656	26971995
124905051	LOC124905051	21	NC_000021.9	5012364	5017158
124905081	LOC124905081	22	NC_000022.11	19933667	19937989
124905115	LOC124905115	22	NC_000022.11	37738608	37747299
124905135	LOC124905135	22	NC_000022.11	46044644	46113928
124905135	LOC124905135	22	NC_060946.1	46529517	46598616
124905139	LOC124905139	22	NC_000022.11	47116121	47116594
124905139	LOC124905139	22	NC_060946.1	47605396	47605869
124905153	LOC124905153	22	NC_000022.11	20353394	20361331
124905155	LOC124905155	22	NC_000022.11	39989405	39994768
124905156	LOC124905156	22	NC_000022.11	49845260	49849652
124905156	LOC124905156	22	NC_060946.1	50347871	50353948
124905230	LOC124905230	X	NC_000023.11	110175773	110177788
124905300	LOC124905300	Y	NC_000024.10	275294	276997
124905320	LOC124905320	1	NT_187367.1	95395	96884
124905330	LOC124905330	22	NT_187386.1	1037	6995
124905331	LOC124905331	22	NT_187388.1	171577	174046
124905344	LOC124905344	17	NT_167251.2	1458473	1460423
124905345	LOC124905345	17	NT_167251.2	1221017	1226162
124905351	LOC124905351	3	NT_187532.1	2689	11139
124905352	LOC124905352	3	NC_000003.12	195815705	195818776
124905352	LOC124905352	3	NT_187532.1	193354	196596
124905352	LOC124905352	3	NT_187689.1	184897	188635
124905352	LOC124905352	3	NC_060927.1	198538879	198542421
124905357	LOC124905357	8	NT_187573.1	61503	64173
124905359	LOC124905359	15	NT_187602.1	271994	418005
124905366	LOC124905366	6	NT_113891.3	1330640	1333943
124905368	LOC124905368	2	NC_000002.12	90359319	90361126
124905368	LOC124905368	2	NT_187648.1	170966	174554
124905372	LOC124905372	15	NW_011332701.1	2972569	2973284
124905372	LOC124905372	15	NT_187660.1	3085021	3085736
124905373	LOC124905373	17	NC_060941.1	37342455	37349257
124905375	LOC124905375	17	NT_187663.1	1079101	1079772
124905376	LOC124905376	17	NT_187663.1	985466	989535
124905377	LOC124905377	19	NW_003571055.2	191860	195482
124905385	LOC124905385	11	NT_187681.1	90012	91707
124905395	LOC124905395	6	NT_167248.2	2053303	2074201
124905403	LOC124905403	3	NC_000003.12	44680128	44685782
124905403	LOC124905403	3	NW_009646197.1	199160	211136
124905403	LOC124905403	3	NC_060927.1	44689510	44701483
124905406	LOC124905406	15	NW_012132920.1	2002563	2003711
124905408	LOC124905408	4	NW_015495300.1	185029	188578
124905409	LOC124905409	4	NW_015495300.1	196843	198192
124905410	LOC124905410	4	NW_015495300.1	193537	194886
124905411	LOC124905411	4	NW_015495300.1	190231	191580
124905412	LOC124905412	4	NW_015495301.1	200070	203902
124905413	LOC124905413	5	NW_016107297.1	70404	72385
124905413	LOC124905413	5	NC_060929.1	21526863	21533062
124905416	LOC124905416	1	NW_017852928.1	283145	398902
124905421	LOC124905421	1	NW_018654708.1	223613	227334
124905421	LOC124905421	1	NC_060925.1	228025850	228028229
124905441	LOC124905441	8	NW_018654717.1	979281	1050503
124905442	LOC124905442	8	NW_018654717.1	1188134	1195260
124905444	LOC124905444	8	NW_018654717.1	1666104	1669328
124905447	LOC124905447	8	NW_018654717.1	5272045	5283592
124905450	LOC124905450	18	NW_019805503.1	103357	103777
124905455	LOC124905455	10	NW_021160001.1	287601	292935
124905463	LOC124905463	13	NW_021160012.1	79987	81331
124905466	LOC124905466	14	NW_021160013.1	64781	69631
124905476	LOC124905476	15	NW_021160017.1	1656406	1667724
